Sentence,rank
"""Hands-on experience and In-depth understanding of Operating Systems design and internals""
",1
"""A self-learner with a get-the-job-done attribute""
",1
"""Proficiency in Linux Internals and Kernel development""
",1
"""in the field of Computer Science or Software Engineering or Equivalent military experience courses in elite intelligence corps)""
",1
"""As a Full Stack Engineer at Agora, you will have a major influence on the future of the solution, department and the product""
",1
"""your responsibilities will include developing new features, building integrations, financial services, tools to utilize large amounts of data, and improving our SaaS architecture for scale""
",1
"""You’ll be using top technologies like React, nest""
",1
"""js, AWS, and scalable databases to build a unique experience in the world of Real Estate Investments""
",1
"""At Agora, we are looking for people who think independently, have the intense pursuit of truth and excellence, and have high standards of fairness""
",1
"""At least 5 years of experience as a FS Software Engineer - web oriented""
",1
"""Proven experience with a modern FE framework (React, Angular, Vue""
",1
"""Practice the most advanced server side techniques available with micro-services / serverless architecture, using the best technologies available: Docker, Kubernetes, AWS etc""
",1
"""Excellent teamwork and interpersonal skills""
",2
"""Strong leadership and able to work independently""
",1
"""Fluent English speaker -verbal and written communication is a must""
",1
"""BSc in Computer Science or Mathematics (or equivalent experience""
",1
"""""Agora Software is an equal opportunity employer""
",1
"""Consistent with our mission of serving a diverse and global audience, we value a diverse workforce and inclusive culture which reflects that""
",1
"""We encourage applications from all qualified individuals without regard to race, color, religion, gender, sexual orientation, gender identity or expression, age, national origin, marital status, disability, and veteran status""
",1
"""HUMAN was founded in 2012 in a Brooklyn sci-fi bookstore by Tamer Hassan, Michael Tiffany, Dan Kaminsky, and Ash Kalb""
",1
"""Our humble beginnings led to the creation of the Human Defense Platform, the backbone of all our products that safeguards enterprises from sophisticated bot attacks, fraud, and account abuse""
",1
"""Today we verify the humanity of more than 20 trillion interactions per week for some of the largest companies and internet platforms""
",1
"""Our hacker roots still permeate everything we do""
",1
"""You will be a part of the HUMAN front line in our commitment to helping protect companies (and in turn, their customers) from both revenue and reputation risk caused by malicious bots""
",1
"""However, HUMAN is not the center of this story""
",1
"""We firmly believe in putting people first""
",1
"""This approach spans our extensive total rewards package, inclusive of competitive compensation, benefits, stipends - as well as our day-to-day culture - to ensure every human is empowered to do the best work of their life""
",1
"""We want to hear about the marathon you’re training for""
",1
"""We want to see pictures of your pets""
",1
"""We want to know your favorite robot (we have many)""
",1
"""The HUMAN R&D team is pivotal to our mission""
",1
"""They are the ones uncovering and fighting bot operations like PARETO, ICEBUCKET, 3ve, and Methbot""
",1
"""HUMAN supports our R&D humans by strongly valuing deep work and flexibility""
",1
"""HUMAN is fully committed to flexible working arrangements to ensure our humans are able to do the best work of their lives""
",1
"""We want to work with people like you who break down problems to build up better solutions""
",1
"""That’s what makes us HUMAN""
",1
"""You’ll be joining us at an exciting moment in the HUMAN story: we joined forces with PerimeterX in a market-changing merger , as well as recently acquired clean""
",1
"""io to enhance the Human Defense Platform""
",1
"""Together under the HUMAN brand, we will disrupt the economics of cybercrime""
",1
"""We hope you can join us in that mission""
",1
"""We are looking for a passionate Sr""
",1
"""Backend Engineer with expertise in cloud technologies, big data, and distributed systems to join our data engineering team""
",1
"""In this role, you are responsible for end-to-end development of the data pipeline,, working with major data flow that includes structured and unstructured data""
",1
"""Your focus will be on developing and integrating systems that retrieve and analyze data""
",1
"""Our Technologies stack: Golang, Airflow, BigQuery, Snowflake, GCP, Docker, Kafka, MongoDB, Redis, and more""
",1
"""Working in a high volume production environment""
",1
"""Lead design and implementation of streaming data pipelines and batch data pipelines""
",1
"""Work across diverse teams in Product Management, Software, DevOps, MLOps to ensure that the data infrastructure is capable of meeting solution requirements""
",1
"""6+ years of professional software development experience in one of the following languages: Golang, Scala, Java, Python""
",1
"""Knowledge of building, scaling and managing a large scale data pipeline within the cloud (GCP preferred) from the ground up""
",1
"""Well versed in large scale messaging tools like Kafka (must)""
",1
"""Experience working with cloud-based modern data warehouse (e""
",1
"""Snowflake, BigQuery, Redshift) - big advantage""
",1
"""Bachelor’s degree or higher in Computer Science or equivalent professional Software Engineering experience""
",1
"""HUMAN prides itself on being an equal opportunity workplace""
",1
"""We firmly believe in putting people first regardless of who you are, where you come from, how you identify, or who your favorite robot is (we have many)""
",1
"""We are on a mission to protect the integrity of the internet for everyone, so we welcome all individuals to come to share their unique experiences and perspectives as we fight against cybercrime together!With Humans located in all parts of the world, we’ve fully embraced our diversity of thought and are always looking for innovative ways to connect with one another - even in virtual reality! Although New York City is our HQ, with teams in London, Virginia, and Victoria, we trust our Humans in choosing where they work and how they work""
",1
"""The benefits package we provide reflects our remote-first culture and our commitment to our Humans’ personal career development, which includes annual stipends for home office setup, wellbeing, and learning & development""
",1
"""We also offer flexible time off, no-meeting Fridays, HUMAN days, sabbatical programs, and so much more""
",1
"""We ’re constantly trying to anticipate the needs of our Humans to ensure each one of us is equally prepared to do some of the best work of our life""
",1
"""Taking care of one another is part of the HUMAN experience and how we build true HUMAN connections""
",1
"""If you are an individual with a disability or special need that requires accommodation, please contact us directly""
",1
"""At JFrog, we’re reinventing DevOps to help the world’s greatest companies innovate -- and we want you along for the ride""
",1
"""This is a special place with a unique combination of brilliance, spirit and just all-around great people""
",1
"""Here, if you’re willing to do more, your career can take off""
",1
"""And since software plays a central role in everyone’s lives, you’ll be part of an important mission""
",1
"""Thousands of customers, including the majority of the Fortune 100, trust JFrog to manage, accelerate, and secure their software delivery from code to production -- a concept we call “liquid software""
",1
"""” Wouldn't it be amazing if you could join us in our journey?""
",1
"""We are looking for an experienced, hands-on developer to join an innovative and talented R&D team, responsible for delivering fast and high quality code, using the latest frameworks and technologies""
",1
"""As a Senior Software Engineer at JFrog you will""
",1
"""Be responsible for all development aspects form design to production of a wide hybrid/ cloud naitive product""
",1
"""Write high quality, testable and efficient code in Java and Go""
",1
"""Initiate and promote new ideas for continuous improvement of the product functionality""
",1
"""Work closely with other team members as well as mentoring new team members""
",1
"""To be a Senior Software Engineer at JFrog you need""
",1
"""7+ years of software development experience""
",1
"""Proven deep knowledge of computer languages, such as Java and Go""
",1
"""Deep understanding of relational databases, concurrent programming and performance tuning""
",1
"""Vast experience with large scale production environments""
",1
"""Experience with micro services architecture""
",1
"""Familiarity with Cloud infrastructure, Docker, Kubernetes & CI/CD""
",1
"""Disciplined approach to testing and quality assurance""
",1
"""At Masterschool, we are on a mission to ensure everyone can build inspiring careers""
",2
"""We are a global network of career-training schools, led by industry experts, and driven by the success of our students""
",1
"""We developed a proven process to seek, identify, and train students for tech careers, while allowing them to focus on their studies and pay no tuition until they are hired""
",1
"""We are looking for an experienced Senior Full Stack Engineer to join our fast-growing R&D group""
",1
"""What you will be doing""
",1
"""Contribute to all phases of the product development: design, develop, test, deploy, maintain and improve""
",1
"""Own and lead end-to-end features - from pixels on screen to database optimizations""
",1
"""Write clean, maintainable and testable code and inspire others to do the same""
",1
"""Identify and implement software engineering best practices""
",1
"""What you need to succeed""
",1
"""BSc degree in Computer Science or similar technical field of study (or equivalent practical experience)""
",1
"""3+ years with significant hands-on experience in developing large web applications""
",1
"""Hands-on experience with NodeJS, and React - a big plus""
",1
"""Excellent knowledge and understanding of OOP concepts and best practices""
",2
"""io's engineering department is focused on building life changing software and products at scale, from infrastructure that handles massive amounts of data to outstanding customer-centric user experiences in B2B, B2C and B2D products that change billions of lives worldwide""
",1
"""We’re looking for a passionate Senior Fullstack Engineer, who loves creating, shaping and impacting the company’s product and vision""
",1
"""As a Senior Fullstack Engineer, you'll deliver scalable, high quality weather products focusing on business impact with a delightful user experience""
",1
"""Deal with a bunch of technological challenges in areas such as web performance and scale, high standards, good user experience, clean-code, and more""
",1
"""Constantly improve the process, adopt new technologies and create better products""
",1
"""Design, build and test the next generation features of Tomorrow’s weather applications""
",1
"""Work closely with product managers in defining and implementing features""
",1
"""Perform code reviews, design reviews, evaluate implementations, and mentoring the team members""
",1
"""Plan your work, estimate the effort, provide due dates, and deliver on them""
",1
"""Improve your skills, learn from and mentor top-notch engineers and enrich other team members""
",1
"""Help improve and automate the process by detecting inefficiencies, suggesting ways to improve, and implement them""
",1
"""Contribute to the company’s engineering culture, by implementing best engineering practices""
",1
"""Strong background in software development, with experience in node""
",1
"""JavaScript is a second language to you, and you’re at the top of your game in at least one client-side framework such as React / Vue / Angular""
",1
"""Working with different DBs, such as MongoDB, PostgreSQL""
",1
"""Your software design skills are solid""
",1
"""You have experience with solving complex product needs with simple software architecture""
",1
"""You are responsible, and have good self management skills""
",1
"""You know to estimate effort, manage your time, and work in a predictive manner""
",1
"""You have strong ownership of your deliveries""
",1
"""You are accountable for your work, and your work can be trusted, end to end""
",1
"""Teamwork is natural to you""
",1
"""You reach out to peers and cooperate with supervisors to establish an overall collaborative working relationship""
",1
"""So if you're passionate about building innovative web products at the core of the company, that are both challenging technically and interesting - join us and become part of a strong team that pushes the limits, and have fun while doing so""
",1
"""If you have reached this point and you are super excited but not sure you check all the boxes - we still want to speak with you! Your passion is priceless""
",1
"""Other things can be learned""
",1
"""io is helping Countries, Businesses and Individuals better manage their Climate Security Challenges""
",1
"""Fully customizable to any industry impacted by the weather, customers around the world including Uber, Delta, Ford, National Grid and more use Tomorrow""
",1
"""io to dramatically improve operational efficiency""
",1
"""io was built from the ground up to help teams predict the business impact of weather, streamline team communication and action plans, improve productivity, and optimize profit margins""
",1
"""Space: In case you have not heard, we are also going to space with our Operation Tomorrow Space initiative""
",1
"""We are building the first-of-its-kind proprietary satellites equipped with radar, and launching them into space to improve weather forecasting technology for everyone on Earth""
",1
"""How we roll: We work in an “one office” environment""
",1
"""We believe that magic happens when people work together""
",1
"""Together also includes Zoom meetings, flexible hours and unlimited vacation days""
",1
"""Your success is achieved by your impact and deliveries and not by the hours you put in""
",1
"""We believe in transparency and directness, putting work before ego and empathy""
",1
"""We grow fast and move faster but we always see people first""
",1
"""Each person has their own career growth path for we believe that the only way for the company to grow is if you grow""
",1
"""As software Architect you will play a leading role in building the architecture of Tarya Fintech platform and services""
",1
"""Designing the architecture and landscape of our solutions, you will interface with key persons across all technical teams""
",1
"""This role requires leadership skills, technical mentorship, frontal training, deep technical expertise, and high-level system understanding""
",1
"""Responsibilities and main job tasks:""
",1
"""• Drive engineering teams to design & build high scale financial platform""
",1
"""• Act as the technical leader and subject matter expert: mentoring engineers, proving technical expertise in driving decisions, and leading small teams to solve challenging technical problems""
",1
"""• Be responsible for designing robust, production-grade services, considering solution alternatives and providing recommendations on the most optimal solution""
",1
"""• Take part in the entire product lifecycle, from architecture design, building new features and capabilities into our product""
",1
"""• Understand the business requirements and product eco system and convert them into a solution design""
",1
"""• Research & understand In-depth various technology trends and present their potential impact""
",1
"""• Play a key role in Tarya Fitech R&D strategy""
",1
""") or equivalent, in Computer Science, Information Science, Information Technology Management - Must""
",1
"""• 3+ years’ experience as a software architect – Must""
",1
"""• Experience with BPM and low code platforms – Advantage""
",1
"""• Independent, responsible, with a true desire to make an impact""
",1
"""• Experience with designing and implementing complex multi-tenant SaaS systems""
",1
"""• Proficient with microservice-based architecture""
",1
"""• Proven experience with the main public cloud providers""
",1
"""• Good understanding and hands-on experience with CNCF technologies: Containerization, Docker, Kubernetes, Kafka, Elastic and other""
",1
"""• Wide knowledge & experience with working both SQL and NoSQL databases""
",1
"""• Experience with CI/CD tooling and patterns""
",1
"""• Big data platforms and frameworks (Hadoop, Spark, Kafka, etc""
",1
"""• Self-learning and the ability to explore new and unknown territory""
",1
"""• Demonstrated ability to establish technical leadership in agile environment""
",1
"""• Strong collaboration and coaching skills""
",1
"""• Technical practices like continuous integration, automated testing, release management, performance monitoring are part of your standard day-to-day thinking""
",1
"""• Strong English – Write, Read and Speak""
",1
"""Unity is looking for a Full-Stack Team Leader to join our R&D team and lead one of our major products""
",1
"""As a part of the team you will lead ad quality product’s platform team, while improving performance, scalability, and availability""
",1
"""In addition, you will take part in building our next generation of tools and applications""
",1
"""Lead a full stack development team""
",1
"""Work closely with different teams such as Product, DevOps and Support""
",1
"""Recruit, train and coach team members and set a high technical bar for the team""
",1
"""You will lead hands-on aspects of the development cycle including code and design reviews""
",1
"""You will lead the product development full lifecycle from early stages to production""
",1
"""2+ years of experience with server side languages (such as Go, Node""
",1
"""2+ years of experience with one of the following frameworks: Vue, React, Angular or similar""
",1
"""2+ years of experience with databases (SQL / NoSQL)""
",1
"""2+ years of experience with a cloud provider like AWS or GCP""
",1
"""Experience in design and implementation of data pipelines & ETLs""
",1
"""in computer science (or an equivalent degree)""
",1
"""Continuous integration tools and practices""
",1
"""Pontera is a FinTech SaaS company on a mission to help millions of Americans retire better by enabling financial advisors to manage, trade and report on 301(k) and other retirement accounts""
",1
"""Pontera customers range from Fortune 100 financial services firms and large independent broker dealers to small independent RIA’s and advisory firms""
",1
"""At Pontera, we are proud of our people-first mentality and culture""
",1
"""You will have the unique and exciting opportunity to be part of a team whose mission is to scale Pontera into one of the largest FinTech companies in the world""
",1
"""We have significant funding from some of the most notable venture capital investors, led by Lightspeed Venture Partners, and are in a period of hyper-growth""
",1
"""The next critical step in our trajectory is adding to our world-class team, and that’s where you come in""
",1
"""We’re looking for an experienced SaaS (web application) Team Leader to join our growing and emerging R&D group""
",1
"""As a SaaS engineering Team Leader, you’ll grow and lead a team that develops the core product of Pontera, customer facing and back office""
",1
"""You’ll also be working, hand on, as a backend developer on our Java based Tomcat application server""
",1
"""Work closely with your team, Product Managers, designers, architects, DevOps, and other tech leads at Pontera""
",1
"""Grow and lead a team of back end and front end engineers""
",1
"""Develop the backend side of Pontera’s SaaS product""
",1
"""Work with cloud based services on AWS""
",1
"""Be a part in our strategic growth as the R&D group, technology wise and process wise""
",1
"""Work with top experienced developers with an impressive track record""
",1
"""At least 7 years of experience as a Java developer""
",1
"""At least 3 years of experience in web application development""
",1
"""At least 3 years of experience as a software development team leader""
",1
"""Some experience of type script and angular development or significant work experience with front end developers""
",1
"""Experience with MySQL and Hibernate is a big advantage""
",1
"""Self-learner, strong can-do attitude and great interpersonal skills""
",1
"""The opportunity to have a major impact and have exposure to all aspects of a fast-growing startup that is revolutionizing the FinTech industry""
",1
"""A collegial, collaborative, fun work environment""
",1
"""A hybrid office WFH work model (currently in our Herzliya office Monday-Wednesday; Sunday and Thursday work from home)""
",1
"""Surecomp® is the market-leading provider of digital trade finance solutions for corporates""
",1
"""An industry pioneer for thirty-five years, we""
",1
"""enable seamless, sustainable trade by breaking down barriers and fostering""
",1
"""Our award-winning portfolio of cloud and on-premises solutions""
",1
"""streamlines the trade finance lifecycle for frictionless transaction""
",1
"""processing, enhanced risk mitigation, compliance, decision support and growth""
",1
"""Underpinned by numerous global offices and an extensive partner network, our""
",1
"""prestigious customer footprint spans over eighty countries across the world""
",1
"""RIVO™ - our collaborative trade finance platform is a centralized digital hub through which any trade finance instrument can be managed to enhance efficiency and optimize customer service""
",1
"""This web-based portal provides open API access to every trade participant for a completely streamlined and sustainable transaction process""
",1
"""For more information on RIVO please visit rivo""
",1
"""We believe that Sustainable global trade promotes growth and improves people’s lives""
",1
"""The better the world trades, the better society is""
",1
"""Our Mission is to enable seamless sustainable trade for everyone by removing barriers and facilitating collaboration""
",1
"""We are seeking System Linux Engineer to be part of our professional technology team""
",1
"""you will be responsible for developing, installing, and monitoring the infrastructure, as well as collaborating with other team members to build automation methods and deployment procedures""
",1
"""You will become an essential member of the team, treating every platform challenge as your own and fixing it properly""
",1
"""This position can fit also to developer that want to learn and combine in his work system integration capability""
",1
"""Most important skills are trouble shooting and self-learning and working with supports (IBM/Oracle/etc""
",1
"""In addition, You will be actively involved in all steps of the product development, DevOps and maintenance""
",1
"""Challenging tasks await you, such as:""
",1
"""What your job will look like ?""
",1
"""Assist in fine-tuning performance and ensuring Linux infrastructure""
",1
"""Create infrastructure monitoring and reporting tools""
",1
"""Create and keep configuration management solutions up to date""
",1
"""In conjunction with the rest of the team, create test automation frameworks""
",1
"""Create tools to assist teams in making the most of the available infrastructure""
",1
"""Diagnoses, isolates and debugs Infrastructure software problems and perform problem resolution""
",1
"""Monitor the systems availability and provide technical support""
",1
"""Join Open platforms Devops tasks""
",1
"""Experience with Linux servers in virtualized settings""
",1
"""familiarity with the foundations of Linux programming languages""
",1
"""Experience installing, configuring, and maintaining 3rd software on Linux / AIX""
",1
"""familiarity with load balancing, firewalls, etc""
",1
"""Knowledge of Code automation tools (Ansible) and scripting skills (Bash, Python,Ansibal, C )""
",1
"""Experience working with virtualization technologies (Kubernetes, Docker) - advantage""
",1
"""Working Knowledge of CICS, MQ, DB2, LE COBOL, USS , WebSphere ,WebLogic ,Tuxedo , Java- advantage""
",1
"""Quick learner and have great attention to details""
",1
"""Ability to work and deliver in a stressed environment""
",1
"""Ability to work effectively within a team, both taking direction from and supporting other colleagues""
",1
"""Motivated team player who helps drive the team forward""
",1
"""Service oriented with great communication and interpersonal skills""
",1
"""Excellent analytical and problem-solving skills""
",2
"""Willingness to work flexible and sometimes long hours as workload demands""
",1
"""IT certifications - An advantage""
",1
"""Availability to work on weekends during special events""
",1
"""Kayhut is achieving the unbelievable, daily""
",1
"""We specialize in cracking the unbreakable code of cyber-security solutions""
",1
"""For an exciting new team, we are looking for exceptional software engineers, to research and develop cutting-edge cyber projects""
",1
"""We are facing extremely complex technological challenges and need talents to help us overcome them""
",1
"""You will spend most of the time developing critical features, designing and delivering state-of-the-art software that has an immediate real-world effect""
",1
"""In this role you will be:""
",1
"""Joining as a core member and influence the team's work from it's very beginning""
",1
"""Develop and execute new cutting-edge projects""
",1
"""Responsible for your team’s projects end-to-end, from requirements and design to production""
",1
"""Spending time researching and developing by exploring the Linux user and kernel documentation""
",1
"""Reverse-engineering whenever the documentation is partial or lacking""
",1
"""Debugging the toughest and most customer-critical bugs (at times using creative troubleshooting techniques)""
",1
"""Keeping a high software development standard and bringing in new technologies""
",1
"""3+ years of C++ experience""
",1
"""1+ years of Python experience""
",1
"""Mastering software development processes and methodologies""
",2
"""Substantial experience building complex software systems""
",1
"""Hands-on experience and In-depth understanding of Operating Systems design and internals""
",1
"""A self-learner with a get-the-job-done attribute""
",1
"""Proficiency in Linux Internals and Kernel development""
",1
"""in the field of Computer Science or Software Engineering or Equivalent military experience courses in elite intelligence corps)""
",1
"""As a Full Stack Engineer at Agora, you will have a major influence on the future of the solution, department and the product""
",1
"""your responsibilities will include developing new features, building integrations, financial services, tools to utilize large amounts of data, and improving our SaaS architecture for scale""
",1
"""You’ll be using top technologies like React, nest""
",1
"""js, AWS, and scalable databases to build a unique experience in the world of Real Estate Investments""
",1
"""At Agora, we are looking for people who think independently, have the intense pursuit of truth and excellence, and have high standards of fairness""
",1
"""At least 5 years of experience as a FS Software Engineer - web oriented""
",1
"""Proven experience with a modern FE framework (React, Angular, Vue""
",1
"""Practice the most advanced server side techniques available with micro-services / serverless architecture, using the best technologies available: Docker, Kubernetes, AWS etc""
",1
"""Excellent teamwork and interpersonal skills""
",2
"""Strong leadership and able to work independently""
",1
"""Fluent English speaker -verbal and written communication is a must""
",1
"""BSc in Computer Science or Mathematics (or equivalent experience""
",1
"""""Agora Software is an equal opportunity employer""
",1
"""Consistent with our mission of serving a diverse and global audience, we value a diverse workforce and inclusive culture which reflects that""
",1
"""We encourage applications from all qualified individuals without regard to race, color, religion, gender, sexual orientation, gender identity or expression, age, national origin, marital status, disability, and veteran status""
",1
"""We seek a senior software engineer to join us in a new startup in the AppSec field""
",1
"""You'll have the opportunity to be among the first people in the company, helping to shape and materialize our vision and technology""
",1
"""- Entrepreneurial spirit and a go-getter attitude""
",1
"""- At least 5 years of experience in software development""
",1
"""- Proven experience with SQL or NoSQL data stores""
",1
"""- Experience developing in cloud environments""
",1
"""- Experience with CI/CD, monitoring, and orchestration tools""
",1
"""Nokod Security enables organizations to secure their low-code / no-code custom applications""
",1
"""Most large organizations have adopted low-code / no-code tools (e""
",1
""", Microsoft PowerApps, Outsystems, UiPath, ServiceNow, Salesforce, etc""
",1
""") but are now left with applications open to vulnerabilities, malicious activity, and non-compliant deployments""
",1
"""The Nokod platform discovers the low-code / no-code applications, reveals security issues, detects vulnerabilities, and offers auto-remediation""
",1
"""Weka is a fast-growing startup developing the fastest and most scalable data platform""
",1
"""WEKA lives anywhere the data does, whether on-premises, in the public cloud, or in a hybrid environment, and was built from the ground up to meet the diverse needs of modern data workloads""
",1
"""At Weka, we constantly put our technology and ourselves to the test to solve today’s biggest data storage challenges while enabling heightened productivity""
",1
"""We currently enable Fortune500 companies to push the boundaries of what’s possible, achieve breakthrough innovations, and solve previously unsolvable problems""
",1
"""Want to join the ride?""
",1
"""If you have a positive “can-do” attitude, a relentless curiosity about all things tech, and you thrive on pushing limits and breaking barriers, you’ll fit right in at Weka!""
",1
"""We’re a super friendly bunch who support each other, promote best practices, and always encourage collaboration and sharing ideas""
",1
"""Even on rainy days, our sunny spirits shine through""
",1
"""And as we grow, we’re inviting those who like us to join in the fun!""
",1
"""As Team Lead in the development organization, you’ll need to combine team leadership, team building, technological problem solving, direct and matrix management, risk management, and career development of direct response to empower our most valuable asset – our engineers""
",1
"""Some of the things you'll be doing:""
",1
"""Leading an engineering domain consists of teams working in a Scrum methodology""
",1
"""Grow the teams and manage the career development of group members""
",1
"""Be a direct address for everything related to team activities and members""
",1
"""Work closely with program management, product management, and other technical managers to lead the team’s deliverables from planning to release""
",1
"""Build and maintain the team's technical debt backlog and promote it into ongoing releases""
",1
"""Assume nothing - constantly revisit how we work and whether our productivity is perfectly tuned""
",1
"""Provide transparent progress and risk analysis""
",1
"""Promote and participate in beautiful designs, efficient code, and collaborative code reviews""
",1
"""Own and promote quality in every part of the group’s deliveries and activities""
",1
"""Be a manager - recruit, nurture and manage the retention of team members""
",1
"""Be a mentor - provide ongoing feedback, both good and constructive""
",1
"""Be a leader - demonstrate a can-do attitude, and promote company goals""
",1
"""5+ years of experience with managing software development teams""
",1
"""5+ years of Linux kernel development""
",1
"""10+ years of experience in C/C++ development""
",1
"""Experience with development of highly-distributed systems""
",2
"""Fluent in English, spoken and written""
",1
"""Excellent problem-solving and critical thinking abilities""
",2
"""Ability to self-manage and communicate effectively""
",1
"""Experience in the storage industry, databases, or other infrastructure""
",1
"""Experience working with AWS or other public clouds""
",1
"""Guideline Group (traded on the Tel Aviv stock exchange) is a leading, well-established, company in Israel for providing technological solutions in the worlds of FinTech, Invest Tech, Legal Tec and Business Tech (BT)""
",1
"""We are looking for a highly motivated and talented Full Stack Engineer with excellent technical and interpersonal skills to join our capital market development team""
",2
"""The ideal candidate is a creative problem solver who will work in coordination with cross-functional teams to design, develop, and maintain our next generation websites and web tools""
",1
"""You must be comfortable working as part of a team while taking the initiative to take lead on new innovations and projects""
",1
"""7+ years as a Full stack software Developer,""
",1
"""Hands-on experience with: PHP, REST API, TCP/IP""
",1
"""NET C#, Multi-Threading, WIN32 API""
",1
"""Hands-on experience with: HTML, CSS, JavaScript""
",1
"""Great knowledge and hands-on experience with SQL, SQL Databases (MySQL, SQL Server)""
",1
"""Proven experience working on Windows, Linux""
",1
"""Proven experience with writing testable code (+ unit testing)""
",1
"""Experience and deep understanding of Agile and Lean product development methodologies""
",1
"""in computer science or an equivalent""
",1
"""Experience with Experience with WinForms\WPF""
",1
"""Sela Group is looking for Senior FS Developer!""
",1
"""Development of complex control systems in C# and WinForms""
",1
"""Be part of fascinating and challenging projects, with multiple and complex interfaces""
",1
"""A combination of Front & Back End development""
",1
"""Sc in Computer Science/Software Engineering/Computer Engineering/ graduate of technological military service""
",1
"""· At least 3 years of hands-on experience in developing large systems in C#""
",1
"""· WinForms experience - a significant advantage""
",1
"""· Depth understanding of object-oriented design and development principles (OOD/OOP)""
",1
"""· Experience working in a Multithreading / Multiprocessing environment""
",1
"""· Experience working with SQL Server, Oracle databases""
",1
"""· Experience working with communications - UDP""
",1
"""Experience in GIS and/or video systems""
",1
"""Experience working with ORM - Entity Framework - an advantage""
",1
"""Kayhut is achieving the unbelievable, daily""
",1
"""We specialize in cracking the unbreakable code of cyber-security solutions""
",1
"""For an exciting new team, we are looking for exceptional software engineers, to research and develop cutting-edge cyber projects""
",1
"""We are facing extremely complex technological challenges and need talents to help us overcome them""
",1
"""You will spend most of the time developing critical features, designing and delivering state-of-the-art software that has an immediate real-world effect""
",1
"""In this role you will be:""
",1
"""Joining as a core member and influence the team's work from it's very beginning""
",1
"""Develop and execute new cutting-edge projects""
",1
"""Responsible for your team’s projects end-to-end, from requirements and design to production""
",1
"""Spending time researching and developing by exploring the Linux user and kernel documentation""
",1
"""Reverse-engineering whenever the documentation is partial or lacking""
",1
"""Debugging the toughest and most customer-critical bugs (at times using creative troubleshooting techniques)""
",1
"""Keeping a high software development standard and bringing in new technologies""
",1
"""3+ years of C++ experience""
",1
"""1+ years of Python experience""
",1
"""Mastering software development processes and methodologies""
",2
"""Substantial experience building complex software systems""
",1
"""Hands-on experience and In-depth understanding of Operating Systems design and internals""
",1
"""A self-learner with a get-the-job-done attribute""
",1
"""Proficiency in Linux Internals and Kernel development""
",1
"""in the field of Computer Science or Software Engineering or Equivalent military experience courses in elite intelligence corps)""
",1
"""As a Full Stack Engineer at Agora, you will have a major influence on the future of the solution, department and the product""
",1
"""your responsibilities will include developing new features, building integrations, financial services, tools to utilize large amounts of data, and improving our SaaS architecture for scale""
",1
"""You’ll be using top technologies like React, nest""
",1
"""js, AWS, and scalable databases to build a unique experience in the world of Real Estate Investments""
",1
"""At Agora, we are looking for people who think independently, have the intense pursuit of truth and excellence, and have high standards of fairness""
",1
"""At least 5 years of experience as a FS Software Engineer - web oriented""
",1
"""Proven experience with a modern FE framework (React, Angular, Vue""
",1
"""Practice the most advanced server side techniques available with micro-services / serverless architecture, using the best technologies available: Docker, Kubernetes, AWS etc""
",1
"""Excellent teamwork and interpersonal skills""
",2
"""Strong leadership and able to work independently""
",1
"""Fluent English speaker -verbal and written communication is a must""
",1
"""BSc in Computer Science or Mathematics (or equivalent experience""
",1
"""""Agora Software is an equal opportunity employer""
",1
"""Consistent with our mission of serving a diverse and global audience, we value a diverse workforce and inclusive culture which reflects that""
",1
"""We encourage applications from all qualified individuals without regard to race, color, religion, gender, sexual orientation, gender identity or expression, age, national origin, marital status, disability, and veteran status""
",1
"""LivePerson (NASDAQ:LPSN) is a Conversational AI company creating digital experiences that are Curiously Human""
",1
"""Every person is unique, and our technology makes it possible for companies, including leading brands like HSBC, Orange, and GM Financial, to treat their audiences that way at scale""
",1
"""Nearly a billion conversational interactions are powered by our Conversational Cloud each month""
",1
"""You'll be successful at LivePerson if you are excited to build something from the ground up""
",1
"""You excel by finding daily opportunities to grow at the same pace as the technology we're building, and you build partnerships that improve our business""
",1
"""Likewise, you're someone who sees feedback as a chance to learn and grow and believe decisions powered by data are the norm""
",1
"""You care about the wellbeing of others and yourself""
",1
"""The Brand Experience team has an important role in the messaging and call management solution of LivePerson""
",1
"""We are currently seeking an experienced Fullstack Engineering Manager to lead one of our R&D groups""
",1
"""Responsibilities include leading a group of 7-9 developers, automation engineers and QA, the group is responsible for core platform products including first time user experience, trail experience, account creation, contact center automated setup, account administration and self-service solutions""
",1
"""The group leader must demonstrate high professional skills, coach his team members, and always strive for excellence""
",1
"""Lead the fullstack (front-end, back-end, integration, databases, queues etc) software design, architecture, and code reviews""
",1
"""Oversee the overall development life-cycle, from design/planning to implementation and support to maintain a high standard of software quality""
",1
"""Technical leadership, providing expert-level knowledge while taking an active part in the team tasks""
",1
"""Responsible for the development processes of the team""
",1
"""Work closely with our product and design teams""
",1
"""Responsible for code standards, quality, and the introduction of new tools that help achieve the highest levels of excellence""
",1
"""Recruiting and training new team members""
",1
"""Committed and accountable for team tasks""
",1
"""Lead technical vision of the R&D and participate in product vision discussions""
",1
"""2+ years of experience in leading a full stack development team""
",1
"""5+ years of experience in developing Front End Web development, including native JavaScript, HTML and CSS""
",1
"""Experience in development of enterprise-level single-page applications""
",1
"""5+ years of experience in developing Backend microservices, using node""
",1
